product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
146,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",307.05,5.66,clothing,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,655,Red,small,0.5,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,2017-01-07,1.5,823,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,1.9,780,express,42.6
147,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",461.84,31.37,clothing,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,820,Indigo,large,1.0,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,2021-04-14,2.0,226,risus praesent lectus vestibulum quam sapien varius ut blandit non,2.2,905,free,38.42
148,bibendum morbi non quam nec dui luctus rutrum nulla tellus,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,673.24,25.95,electronics,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,506,Maroon,large,4.1,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,2015-01-28,1.1,765,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,3.5,1,standard,25.88
149,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.",150.36,31.03,electronics,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,506,Khaki,medium,7.8,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,2021-10-18,1.9,77,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,4.0,377,free,26.0
150,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",667.9,35.5,electronics,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,314,Teal,extra large,2.9,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,2021-06-16,3.4,530,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,3.9,157,express,40.07
151,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",788.99,24.9,beauty,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,710,Violet,large,7.9,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,2010-07-27,4.0,4,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,2.3,889,express,17.78
152,eget semper rutrum nulla nunc purus phasellus in felis donec semper,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",680.82,10.54,clothing,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,272,Turquoise,large,1.1,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,2013-07-10,4.9,334,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,1.1,852,express,45.95
153,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,16.89,17.48,clothing,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,436,Fuscia,extra large,1.4,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,2020-04-02,2.5,444,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,4.8,88,free,3.37
154,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,420.34,21.63,electronics,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,557,Turquoise,medium,7.1,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,2018-10-18,1.8,726,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,3.1,361,free,40.51
155,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,Nam dui.,458.72,28.76,home decor,suscipit ligula in lacus curabitur at ipsum ac tellus semper,950,Indigo,small,1.2,consequat ut nulla sed accumsan felis ut at dolor quis,2012-03-13,3.4,984,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,4.0,783,free,21.05
156,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",513.21,4.46,clothing,praesent id massa id nisl venenatis lacinia aenean sit amet justo,556,Red,large,2.4,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,2020-08-27,4.4,187,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,2.9,499,express,32.3
157,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",546.8,8.28,toys,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,443,Yellow,large,1.5,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,2012-12-01,1.9,181,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,2.2,34,express,22.74
158,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,Nulla suscipit ligula in lacus.,90.16,5.74,beauty,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,91,Puce,medium,8.7,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,2015-06-15,1.7,14,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,2.3,68,standard,18.04
159,mattis nibh ligula nec sem duis aliquam convallis nunc proin at,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",193.91,16.29,electronics,nec dui luctus rutrum nulla tellus in sagittis dui vel,720,Goldenrod,small,1.8,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,2022-03-22,1.4,196,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,2.5,281,standard,21.44
160,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",161.04,4.57,beauty,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,38,Mauv,medium,5.2,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,2016-04-11,1.1,425,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,3.3,485,standard,26.92
161,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",523.38,47.64,toys,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,30,Fuscia,large,6.5,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,2020-06-07,1.5,634,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus,2.0,751,standard,29.45
162,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,574.02,23.01,clothing,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,445,Violet,medium,8.4,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,2016-12-13,1.2,45,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,1.1,383,standard,30.45
163,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",959.26,32.63,toys,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,986,Fuscia,extra large,5.0,pharetra magna ac consequat metus sapien ut nunc vestibulum ante,2015-12-19,4.8,749,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,3.2,639,standard,9.16
164,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.",711.15,46.17,toys,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,469,Khaki,extra large,1.4,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2016-10-15,4.6,632,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,2.3,237,free,35.38
165,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",353.05,32.78,clothing,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,472,Crimson,small,7.3,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,2013-07-10,3.1,890,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,2.7,497,standard,20.54
166,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",832.75,12.67,electronics,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,907,Turquoise,extra large,2.4,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,2020-09-24,5.0,246,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,1.0,65,express,2.95
167,etiam faucibus cursus urna ut tellus nulla ut erat id mauris,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",510.47,34.34,beauty,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,980,Aquamarine,small,0.4,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,2019-01-03,4.6,232,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,1.7,628,standard,15.7
